HDR|path|body|mass_kg|vol_cm3|area_cm2|cx_cm|cy_cm|cz_cm|Ixx|Iyy|Izz|Ixy|Iyz|Ixz|material|density|visible|lightbulb|solid
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/ADAFRUIT_2.5MM:U$2|ADAFRUIT_2.5MM|1.03654e-06|0.000593653|0.128477|-59.962|3.7448|-0.62453|1.49455e-05|0.00372726|0.00374139|0.000232752|2.42422e-06|-3.88168e-05|Avionics|1746.03|0|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:R4|0603-NO|2.76676e-07|0.00015846|0.036928|-60.678|3.4958|-0.45753|3.43922e-06|0.00101874|0.00102207|5.86879e-05|4.42526e-07|-7.68122e-06|Avionics|1746.03|0|0|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:R4|Body2|8.71063e-07|0.000498881|0.0448129|-60.679|3.4963|-0.44356|1.08197e-05|0.00320736|0.00321783|0.000184796|1.35085e-06|-2.34444e-05|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:R1|0603-NO|2.76676e-07|0.00015846|0.036928|-60.678|3.3434|-0.45753|3.15085e-06|0.00101874|0.00102178|5.61294e-05|4.23234e-07|-7.68122e-06|Avionics|1746.03|0|0|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:R1|Body2|8.71063e-07|0.000498881|0.0448129|-60.679|3.3439|-0.44356|9.91172e-06|0.00320736|0.00321692|0.00017674|1.29197e-06|-2.34444e-05|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:C6|0603-NO|2.76676e-07|0.00015846|0.036928|-60.844|3.0387|-0.45753|2.61326e-06|0.00102433|0.00102682|5.11536e-05|3.84662e-07|-7.70223e-06|Avionics|1746.03|0|0|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:C6|Body2|8.71063e-07|0.000498881|0.0448129|-60.844|3.0391|-0.44356|8.21849e-06|0.00322483|0.00323271|0.000161067|1.1742e-06|-2.35082e-05|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:R5|0603-NO|2.76676e-07|0.00015846|0.036928|-61.339|3.3951|-0.45753|3.24767e-06|0.00104104|0.00104417|5.76176e-05|4.29778e-07|-7.7648e-06|Avionics|1746.03|0|0|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/0603-NO:R5|Body2|8.71063e-07|0.000498881|0.0448129|-61.339|3.3947|-0.44356|1.02113e-05|0.00327755|0.00328741|0.000181378|1.31159e-06|-2.36995e-05|Avionics|1746.03|1|1|1
/Avionics Shell v87:1/flat surfaceforsensors:1/4816 BMP390 QT v1:1/SOD-323:D2|SOD-323|4.88889e-07|0.00028|0.0628|-60.222|2.6835|-0.45753|3.62364e-06|0.00177313|0.00177655|7.90059e-05|6.00248e-07|-1.34706e-05|Avionics|1746.03|0|0|1
