timestamp,can_msg.data,can_msg.dlc,can_msg.id,header.frame_id,header.stamp.nanosec,header.stamp.sec,runs_aborted,runs_ok,total_runtime
1763324967334057689,[  0  42   0  16   0   0  51 158],8,259,Statistics,333411603,1763324967,16,42,13214
1763324968345429223,[  0  42   0  16   0   0  51 159],8,259,Statistics,344238523,1763324968,16,42,13215
1763324969345730225,[  0  42   0  16   0   0  51 160],8,259,Statistics,344865032,1763324969,16,42,13216
1763324970349326562,[  0  42   0  16   0   0  51 161],8,259,Statistics,347178093,1763324970,16,42,13217
1763324971355434258,[  0  42   0  16   0   0  51 162],8,259,Statistics,355226192,1763324971,16,42,13218
1763324972360170908,[  0  42   0  16   0   0  51 163],8,259,Statistics,357860326,1763324972,16,42,13219
1763324973354012068,[  0  42   0  16   0   0  51 164],8,259,Statistics,353572032,1763324973,16,42,13220
1763324974363859695,[  0  42   0  16   0   0  51 165],8,259,Statistics,362960486,1763324974,16,42,13221
1763324975362901367,[  0  42   0  16   0   0  51 166],8,259,Statistics,362619412,1763324975,16,42,13222
1763324976368461510,[  0  42   0  16   0   0  51 167],8,259,Statistics,364526656,1763324976,16,42,13223
1763324977371888231,[  0  42   0  16   0   0  51 168],8,259,Statistics,371579941,1763324977,16,42,13224
1763324978370834724,[  0  42   0  16   0   0  51 169],8,259,Statistics,370025885,1763324978,16,42,13225
1763324979373439404,[  0  42   0  16   0   0  51 170],8,259,Statistics,372546563,1763324979,16,42,13226
1763324980383958728,[  0  42   0  16   0   0  51 172],8,259,Statistics,383570500,1763324980,16,42,13228
1763324981388950581,[  0  42   0  16   0   0  51 173],8,259,Statistics,388372527,1763324981,16,42,13229
1763324982395030387,[  0  42   0  16   0   0  51 174],8,259,Statistics,394341132,1763324982,16,42,13230
1763324983388849377,[  0  42   0  16   0   0  51 175],8,259,Statistics,388259772,1763324983,16,42,13231
1763324984395550228,[  0  42   0  16   0   0  51 176],8,259,Statistics,394525930,1763324984,16,42,13232
1763324985403515034,[  0  42   0  16   0   0  51 177],8,259,Statistics,403280312,1763324985,16,42,13233
1763324986405931921,[  0  42   0  16   0   0  51 178],8,259,Statistics,405229578,1763324986,16,42,13234
1763324987404935694,[  0  42   0  16   0   0  51 179],8,259,Statistics,404515178,1763324987,16,42,13235
1763324988411074551,[  0  42   0  16   0   0  51 180],8,259,Statistics,410515154,1763324988,16,42,13236
1763324989413318785,[  0  42   0  16   0   0  51 181],8,259,Statistics,412534586,1763324989,16,42,13237
1763324990411820654,[  0  42   0  16   0   0  51 182],8,259,Statistics,411568043,1763324990,16,42,13238
1763324991414759213,[  0  42   0  16   0   0  51 183],8,259,Statistics,414131750,1763324991,16,42,13239
1763324992419712870,[  0  42   0  16   0   0  51 184],8,259,Statistics,419536036,1763324992,16,42,13240
1763324993430191581,[  0  42   0  16   0   0  51 185],8,259,Statistics,428730926,1763324993,16,42,13241
